"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_694","motif_290","0.142","0.426","214.1792","None","None"
"document_694","motif_110","0.053","0.498","214.1792","None","None"
"document_695","motif_396","0.824","0.669","980.7290","None","None"
"document_695","motif_7","0.154","0.719","980.7290","None","None"
"document_696","motif_396","0.960","0.613","674.5022","None","None"
"document_697","motif_342","0.529","0.782","242.2103","None","None"
"document_697","motif_220","0.207","0.622","242.2103","None","None"
"document_697","motif_137","0.077","0.727","242.2103","None","None"
"document_697","motif_326","0.062","0.129","242.2103","None","None"
"document_698","motif_21","0.832","0.020","222.9601","None","None"
"document_698","motif_315","0.165","0.132","222.9601","None","None"
"document_699","motif_10","0.951","0.773","491.4551","None","None"
"document_7","motif_144","0.863","0.468","182.9843","None","None"
"document_7","motif_243","0.126","0.309","182.9843","None","None"
"document_70","motif_274","0.977","0.138","391.2505","None","None"
"document_700","motif_14","0.855","0.421","552.2617","None","None"
"document_700","motif_7","0.143","0.718","552.2617","None","None"
"document_701","motif_396","0.892","0.593","558.4188","None","None"
"document_702","motif_91","0.510","0.056","474.2886","None","None"
"document_702","motif_202","0.240","0.934","474.2886","None","None"
"document_702","motif_225","0.104","0.045","474.2886","None","None"
"document_702","motif_198","0.100","0.515","474.2886","None","None"
"document_703","motif_226","0.368","0.046","270.2413","None","None"
"document_703","motif_342","0.131","0.398","270.2413","None","None"
"document_703","motif_34","0.123","0.178","270.2413","None","None"
"document_703","motif_220","0.072","0.463","270.2413","None","None"
"document_703","motif_143","0.070","0.133","270.2413","None","None"
"document_703","motif_110","0.059","0.457","270.2413","None","None"
"document_703","motif_96","0.050","0.722","270.2413","None","None"
"document_704","motif_356","0.871","0.625","610.6219","None","None"
"document_704","motif_117","0.090","0.649","610.6219","None","None"
"document_705","motif_357","0.874","0.018","279.1325","None","None"
"document_705","motif_199","0.117","0.162","279.1325","None","None"
"document_706","motif_396","0.978","0.598","732.5435","None","None"
"document_707","motif_76","0.571","0.300","452.2758","None","None"
"document_707","motif_345","0.185","0.464","452.2758","None","None"
"document_707","motif_95","0.063","0.405","452.2758","None","None"
"document_707","motif_329","0.058","0.461","452.2758","None","None"
"document_708","motif_64","0.457","0.291","305.2781","None","None"
"document_708","motif_29","0.383","0.590","305.2781","None","None"
"document_709","motif_120","0.901","0.325","227.1745","None","None"
"document_709","motif_371","0.098","0.912","227.1745","None","None"
"document_71","motif_239","0.713","0.413","694.4935","None","None"
"document_71","motif_211","0.286","0.391","694.4935","None","None"
"document_710","motif_26","0.571","0.662","1074.3018","None","None"
"document_710","motif_360","0.345","0.244","1074.3018","None","None"
"document_710","motif_316","0.076","0.282","1074.3018","None","None"
"document_711","motif_226","0.475","0.039","347.3254","None","None"
"document_711","motif_64","0.361","0.277","347.3254","None","None"
"document_711","motif_143","0.075","0.103","347.3254","None","None"
"document_712","motif_249","0.733","0.150","368.2628","None","None"
"document_712","motif_91","0.210","0.220","368.2628","None","None"
"document_713","motif_80","0.643","0.084","450.3187","None","None"
"document_713","motif_1","0.127","0.300","450.3187","None","None"
"document_713","motif_0","0.116","0.790","450.3187","None","None"
"document_713","motif_137","0.058","0.912","450.3187","None","None"
"document_713","motif_126","0.056","0.552","450.3187","None","None"
"document_714","motif_329","0.732","0.567","1372.8440","None","None"
"document_714","motif_202","0.247","0.343","1372.8440","None","None"
"document_715","motif_215","0.908","0.067","252.1558","None","None"
"document_716","motif_138","0.914","0.106","168.9658","None","None"
"document_716","motif_144","0.080","0.238","168.9658","None","None"
"document_717","motif_88","0.650","0.496","200.1635","None","None"
"document_717","motif_137","0.199","0.942","200.1635","None","None"
"document_718","motif_356","0.988","0.625","565.5641","None","None"
"document_719","motif_26","0.871","0.822","1072.3024","None","None"
"document_719","motif_316","0.129","0.435","1072.3024","None","None"
"document_72","motif_26","0.567","0.545","656.2229","None","None"
"document_72","motif_360","0.372","0.079","656.2229","None","None"
"document_720","motif_17","0.639","0.220","295.2250","None","None"
"document_720","motif_371","0.085","0.912","295.2250","None","None"
"document_720","motif_137","0.062","0.824","295.2250","None","None"
"document_721","motif_117","0.504","0.769","273.2522","None","None"
"document_721","motif_378","0.294","0.851","273.2522","None","None"
"document_721","motif_29","0.131","0.575","273.2522","None","None"
"document_722","motif_329","0.726","0.581","1328.8180","None","None"
"document_722","motif_202","0.257","0.353","1328.8180","None","None"
"document_723","motif_291","0.942","0.149","369.1234","None","None"
"document_724","motif_261","0.695","0.178","416.2836","None","None"
"document_724","motif_202","0.173","0.955","416.2836","None","None"
"document_724","motif_95","0.067","0.356","416.2836","None","None"
"document_725","motif_193","0.339","0.260","255.2418","None","None"
"document_725","motif_223","0.321","0.119","255.2418","None","None"
"document_725","motif_18","0.133","0.068","255.2418","None","None"
"document_725","motif_228","0.114","0.182","255.2418","None","None"
"document_726","motif_9","0.851","0.128","239.2471","None","None"
"document_726","motif_114","0.116","0.177","239.2471","None","None"
"document_727","motif_120","0.903","0.302","225.1952","None","None"
"document_728","motif_112","0.727","0.230","288.0495","None","None"
"document_728","motif_371","0.199","0.912","288.0495","None","None"
"document_729","motif_18","0.621","0.082","509.4762","None","None"
"document_729","motif_193","0.265","0.251","509.4762","None","None"
"document_73","motif_77","1.000","0.126","508.1859","None","None"
"document_730","motif_49","0.795","0.296","331.2152","None","None"
"document_730","motif_383","0.061","0.134","331.2152","None","None"
"document_731","motif_82","0.877","0.131","198.1842","None","None"
"document_731","motif_142","0.101","0.479","198.1842","None","None"
"document_732","motif_233","0.892","0.215","227.1746","None","None"
"document_732","motif_371","0.104","0.912","227.1746","None","None"
"document_733","motif_350","0.615","0.266","356.1690","None","None"
"document_733","motif_378","0.157","0.611","356.1690","None","None"
"document_733","motif_197","0.079","0.517","356.1690","None","None"
"document_733","motif_220","0.060","0.303","356.1690","None","None"
"document_734","motif_26","0.885","0.867","850.2474","None","None"
"document_734","motif_316","0.114","0.438","850.2474","None","None"
"document_735","motif_182","0.723","0.023","269.2573","None","None"
"document_735","motif_114","0.176","0.193","269.2573","None","None"
"document_736","motif_234","0.632","0.188","324.1428","None","None"
"document_736","motif_197","0.290","0.511","324.1428","None","None"
"document_736","motif_137","0.053","0.949","324.1428","None","None"
"document_737","motif_202","0.406","0.873","195.1218","None","None"
"document_737","motif_353","0.366","0.245","195.1218","None","None"
"document_737","motif_23","0.114","0.211","195.1218","None","None"
"document_737","motif_354","0.068","0.314","195.1218","None","None"
"document_738","motif_322","0.980","0.836","513.1638","None","None"
"document_739","motif_115","0.991","0.452","262.1278","None","None"
"document_74","motif_107","0.526","0.255","163.1322","None","None"
"document_74","motif_354","0.358","0.461","163.1322","None","None"
"document_74","motif_23","0.065","0.159","163.1322","None","None"
"document_740","motif_257","0.559","0.124","292.1712","None","None"
"document_740","motif_197","0.379","0.419","292.1712","None","None"
"document_740","motif_123","0.057","0.090","292.1712","None","None"
"document_741","motif_210","0.876","0.136","209.2003","None","None"
"document_741","motif_114","0.059","0.176","209.2003","None","None"
"document_742","motif_215","0.455","0.160","324.1974","None","None"
"document_742","motif_141","0.155","0.303","324.1974","None","None"
"document_742","motif_220","0.125","0.407","324.1974","None","None"
"document_742","motif_197","0.124","0.496","324.1974","None","None"
"document_742","motif_110","0.092","0.591","324.1974","None","None"
"document_743","motif_350","0.874","0.147","196.1686","None","None"
"document_743","motif_144","0.063","0.285","196.1686","None","None"
"document_744","motif_112","0.980","0.190","270.0391","None","None"
"document_745","motif_212","0.687","0.054","199.1795","None","None"
"document_745","motif_262","0.179","0.261","199.1795","None","None"
"document_745","motif_114","0.051","0.177","199.1795","None","None"
"document_746","motif_114","0.994","0.028","277.2233","None","None"
"document_747","motif_242","0.497","0.195","359.2100","None","None"
"document_747","motif_152","0.472","0.630","359.2100","None","None"
"document_748","motif_246","0.304","0.645","336.3244","None","None"
"document_748","motif_220","0.201","0.529","336.3244","None","None"
"document_748","motif_84","0.170","0.558","336.3244","None","None"
"document_748","motif_137","0.082","0.644","336.3244","None","None"
"document_748","motif_110","0.072","0.441","336.3244","None","None"
"document_749","motif_349","0.999","0.075","300.9904","None","None"
"document_75","motif_297","0.831","0.146","531.4054","None","None"
"document_75","motif_230","0.168","0.813","531.4054","None","None"
"document_750","motif_202","0.447","0.914","239.1479","None","None"
"document_750","motif_370","0.310","0.054","239.1479","None","None"
"document_750","motif_353","0.151","0.246","239.1479","None","None"
"document_751","motif_158","0.567","0.095","328.1712","None","None"
"document_751","motif_131","0.192","0.214","328.1712","None","None"
"document_751","motif_110","0.104","0.641","328.1712","None","None"
"document_752","motif_117","0.466","0.662","240.1795","None","None"
"document_752","motif_334","0.266","0.352","240.1795","None","None"
"document_752","motif_202","0.198","0.855","240.1795","None","None"
"document_753","motif_193","0.843","0.283","271.2187","None","None"
"document_753","motif_115","0.087","0.383","271.2187","None","None"
"document_753","motif_262","0.058","0.204","271.2187","None","None"
"document_754","motif_276","0.524","0.041","183.0796","None","None"
"document_754","motif_144","0.240","0.361","183.0796","None","None"
"document_754","motif_308","0.235","0.409","183.0796","None","None"
"document_755","motif_84","0.895","0.702","479.3183","None","None"
"document_755","motif_137","0.057","0.793","479.3183","None","None"
"document_756","motif_84","0.460","0.672","481.3160","None","None"
"document_756","motif_268","0.372","0.062","481.3160","None","None"
"document_756","motif_220","0.074","0.292","481.3160","None","None"
"document_756","motif_137","0.059","0.771","481.3160","None","None"
"document_757","motif_77","0.960","0.393","305.1631","None","None"
